Models,Prompts,Runs,Average Q %,C,E,Time(S),SCI_g_per_run,SEI_1_per_g,CER_%_per_g,SCV,SCV_E,SCI NORM,Time(S)_NORM,SVI,ECO,DeepSeek APᵥ₀ C mean,DeepSeek APᵥ₃ C mean,DeepSeek APᵥ₀ Q% Norm,DeepSeek APᵥ₃ Q% Norm,DeepSeek APᵥ₀ E HarmMean,DeepSeek APᵥ₃ E HarmMean,,Model,Metric,Mean ,Std ,Stability_Index,Std Norm,,Model,Stability_Index Mean,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,32,96%,2.25,0.006,230.0893312,0.4668,2.142245073,0.4266666667,0.00185435224,0.6953820899,0.4,0.5835406746,0.4145275452,1.131100482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,33,96%,2.05,0.006,209.975679,0.4668,2.142245073,0.4682926829,0.002230223449,0.7619930117,0.4,0.4691406902,0.4468062405,1.049386207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,1,96%,0.84,0.006,227.7469407,0.4668,2.142245073,1.142857143,0.005018100966,0.7025341352,0.4,0.5702179106,0.4180446702,1.121584222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,2,96%,0.82,0.006,214.2254069,0.4668,2.142245073,1.170731707,0.00546495266,0.7468768636,0.4,0.4933117758,0.4395741326,1.066651268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,3,96%,1.04,0.007,268.8302648,0.5446,1.836210062,0.9230769231,0.003433679328,0.510146643,0.6,0.8038866439,0.3184061354,1.127429152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,4,96%,0.85,0.006,219.1334465,0.4668,2.142245073,1.129411765,0.005153990789,0.7301486951,0.4,0.5212271263,0.4315077066,1.086590804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,5,96%,0.91,0.007,236.4138634,0.5446,1.836210062,1.054945055,0.004462280848,0.5800965102,0.6,0.6195125796,0.3546552106,1.012195362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,6,96%,0.64,0.005,167.3073191,0.389,2.570694087,1.5,0.008965537243,1.147588767,0.2,0.2264567835,0.6244205071,1.02204732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,7,96%,0.81,0.006,206.0658483,0.4668,2.142245073,1.185185185,0.005751487667,0.776450835,0.4,0.4469028312,0.453673332,1.033502022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,8,96%,0.9,0.006,231.4940013,0.4668,2.142245073,1.066666667,0.004607750787,0.6911626181,0.4,0.5915299862,0.4124466609,1.136807133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,9,96%,0.82,0.006,211.6319026,0.4668,2.142245073,1.170731707,0.005531924502,0.756029682,0.4,0.4785607574,0.4439595906,1.056114827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,10,96%,0.85,0.006,230.8111592,0.4668,2.142245073,1.129411765,0.004893228596,0.6932073845,0.4,0.5876462002,0.4134556102,1.134033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,11,96%,0.72,0.005,197.3458042,0.389,2.570694087,1.333333333,0.006756329778,0.972911488,0.2,0.397306025,0.5480723284,1.164421687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,12,96%,0.82,0.006,223.1506286,0.4668,2.142245073,1.170731707,0.00524637423,0.7170044781,0.4,0.5440755661,0.4251224765,1.102911119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,13,96%,0.84,0.006,230.5906659,0.4668,2.142245073,1.142857143,0.004956215978,0.693870237,0.4,0.5863921051,0.4137824605,1.133137218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,14,96%,0.76,0.005,207.9108326,0.389,2.570694087,1.263157895,0.006075478986,0.9234728059,0.2,0.4573965085,0.5254745446,1.21449709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,15,96%,0.73,0.005,198.3869506,0.389,2.570694087,1.315068493,0.006628805418,0.967805591,0.2,0.4032277311,0.54575943,1.169356443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,16,96%,0.83,0.006,226.5968258,0.4668,2.142245073,1.156626506,0.005104336752,0.7060999174,0.4,0.5636764274,0.419793518,1.116911734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,17,96%,0.78,0.006,208.0832145,0.4668,2.142245073,1.230769231,0.005914793434,0.7689231464,0.4,0.458376961,0.4501039485,1.041697829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,18,96%,0.87,0.006,234.2819572,0.4668,2.142245073,1.103448276,0.004709915732,0.6829377812,0.4,0.6073869825,0.4083778429,1.148133559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,19,96%,0.78,0.006,211.2496109,0.4668,2.142245073,1.230769231,0.005826137267,0.7573978447,0.4,0.4763864055,0.4446134333,1.054561718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,20,96%,0.84,0.006,227.9677093,0.4668,2.142245073,1.142857143,0.005013241332,0.7018537865,0.4,0.5714735718,0.4177106382,1.122481123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,21,96%,0.72,0.005,198.2667393,0.389,2.570694087,1.333333333,0.006724947099,0.9683923823,0.2,0.4025440077,0.5460254812,1.168786673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,22,96%,0.89,0.006,236.0792004,0.4668,2.142245073,1.078651685,0.004569024647,0.6777386559,0.4,0.6176091241,0.4057971847,1.155435089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,23,96%,0.75,0.005,204.6408016,0.389,2.570694087,1.28,0.006254862131,0.9382293196,0.2,0.4387976235,0.532267189,1.19899802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,24,96%,1.1,0.008,291.4468255,0.6224,1.606683805,0.8727272727,0.002994464843,0.411738916,0.8,0.9325223664,0.2641883237,1.073623537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,25,96%,1.08,0.008,289.4274781,0.6224,1.606683805,0.8888888889,0.003071197299,0.4146116353,0.8,0.9210369677,0.2657678395,1.06724276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,26,96%,1.13,0.008,295.7480943,0.6224,1.606683805,0.8495575221,0.002872571417,0.4057507126,0.8,0.9569865995,0.260885713,1.087214777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,27,96%,0.62,0.004,167.4826242,0.3112,3.213367609,1.548387097,0.009245061117,1.432984473,0,0.2274538628,0.748695937,1.227453863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,28,96%,0.79,0.006,215.8366225,0.4668,2.142245073,1.215189873,0.005630137551,0.7413014443,0.4,0.502475852,0.4368930307,1.073197037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,29,96%,0.8,0.006,216.8287164,0.4668,2.142245073,1.2,0.005534322298,0.7379096397,0.4,0.508118563,0.4352583707,1.077227545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,30,96%,0.82,0.006,223.4837247,0.4668,2.142245073,1.170731707,0.00523855466,0.7159358036,0.4,0.5459701093,0.4246015008,1.104264364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,31,96%,0.91,0.007,246.7243198,0.5446,1.836210062,1.054945055,0.004275804898,0.5558546367,0.6,0.6781551389,0.3422619052,1.048846962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,32,96%,0.83,0.006,224.2019185,0.4668,2.142245073,1.156626506,0.005158860878,0.7136424215,0.4,0.5500549647,0.4234825497,1.107182118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV2,33,96%,0.82,0.006,225.4393313,0.4668,2.142245073,1.170731707,0.005193112048,0.7097253133,0.4,0.5570929706,0.4215684233,1.112209265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,1,96%,1.7,0.005,168.3343455,0.389,2.570694087,0.5647058824,0.003354668238,1.140587201,0.2,0.2322981798,0.6214606004,1.02691515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,2,96%,2.1,0.006,203.1902522,0.4668,2.142245073,0.4571428571,0.002249826713,0.7874393494,0.4,0.4305473654,0.4588601849,1.021819547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,3,96%,1.64,0.005,158.4558937,0.389,2.570694087,0.5853658537,0.003694187954,1.211693649,0.2,0.176112723,0.6511491217,0.9800939358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,4,96%,1.47,0.004,142.2463943,0.3112,3.213367609,0.6530612245,0.004591056438,1.687213241,0,0.08391830466,0.8478403917,1.083918305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,5,96%,2.22,0.006,210.3210828,0.4668,2.142245073,0.4324324324,0.002056058416,0.760741614,0.4,0.4711052363,0.4462095657,1.050789454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,6,96%,1.63,0.005,159.3435886,0.389,2.570694087,0.5889570552,0.003696145295,1.204943366,0.2,0.181161646,0.6483657586,0.9843013717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,7,96%,2.04,0.006,195.2782779,0.4668,2.142245073,0.4705882353,0.002409834009,0.8193435632,0.4,0.3855466003,0.4737633714,0.989676143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,8,96%,2.1,0.006,201.8763524,0.4668,2.142245073,0.4571428571,0.002264469571,0.7925643498,0.4,0.4230743261,0.4612698132,1.016481661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,9,96%,1.58,0.005,151.5959433,0.389,2.570694087,0.6075949367,0.004007989419,1.266524656,0.2,0.1370955319,0.6734920199,0.9475796099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,10,96%,1.66,0.005,161.3718229,0.389,2.570694087,0.578313253,0.003583731301,1.189798792,0.2,0.1926975907,0.6420946706,0.993914659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,11,96%,1.7,0.005,165.0675031,0.389,2.570694087,0.5647058824,0.003421060305,1.163160504,0.2,0.2137174306,0.6309745146,1.011431192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,12,96%,1.3,0.004,127.4919902,0.3112,3.213367609,0.7384615385,0.00579221908,1.882471201,0,0,0.91898972,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,13,96%,1.45,0.004,140.8284063,0.3112,3.213367609,0.6620689655,0.004701245884,1.704201633,0,0.07585324484,0.8541961688,1.075853245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,14,96%,1.87,0.005,178.2014917,0.389,2.570694087,0.513368984,0.00288083438,1.077432058,0.2,0.2884193336,0.5943909306,1.073682778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,15,96%,1.76,0.005,167.0359124,0.389,2.570694087,0.5454545455,0.003265492657,1.149453415,0.2,0.2249131098,0.6252074213,1.020760925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,16,96%,2.07,0.006,193.6280554,0.4668,2.142245073,0.4637681159,0.002395149375,0.8263265344,0.4,0.3761606658,0.4769946161,0.9829719042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,17,96%,1.81,0.005,168.0676218,0.389,2.570694087,0.5303867403,0.00315579369,1.142397316,0.2,0.2307811409,0.6222266016,1.025650951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,18,96%,2.31,0.007,216.0603698,0.5446,1.836210062,0.4155844156,0.001923464335,0.6347432307,0.6,0.5037484545,0.3819578822,0.939842784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,19,96%,1.95,0.006,183.8298223,0.4668,2.142245073,0.4923076923,0.002678062167,0.8703702044,0.4,0.3204314674,0.4971263142,0.9431653338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,20,96%,1.68,0.005,159.3994429,0.389,2.570694087,0.5714285714,0.00358488437,1.204521148,0.2,0.1814793275,0.6481914231,0.9845661062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,21,96%,1.61,0.005,153.5645566,0.389,2.570694087,0.5962732919,0.003882883559,1.250288506,0.2,0.1482923709,0.6669248931,0.9569103091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,22,96%,1.66,0.005,153.4382106,0.389,2.570694087,0.578313253,0.003769030221,1.251318034,0.2,0.1475737559,0.6673425239,0.9563114633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,23,96%,2.39,0.007,222.6005213,0.5446,1.836210062,0.4016736402,0.001804459567,0.6160940521,0.6,0.5409467325,0.3727374625,0.9630917078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,24,96%,2.26,0.006,207.5926952,0.4668,2.142245073,0.4247787611,0.002046212467,0.7707400294,0.4,0.4555870451,0.4509666603,1.039705032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,25,96%,1.95,0.006,182.2608216,0.4668,2.142245073,0.4923076923,0.002701116389,0.8778628265,0.4,0.3115074961,0.5005089414,0.9367910687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,26,96%,1.94,0.006,179.2308537,0.4668,2.142245073,0.4948453608,0.00276093848,0.8927034419,0.4,0.2942740134,0.5071733047,0.9244814382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,27,96%,1.58,0.005,148.6761653,0.389,2.570694087,0.6075949367,0.004086700351,1.291397311,0.2,0.1204887736,0.6834738417,0.9337406446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,28,96%,1.67,0.005,159.2351931,0.389,2.570694087,0.5748502994,0.003610070665,1.205763602,0.2,0.1805451274,0.6487043561,0.9837876061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,29,96%,2.07,0.006,190.506852,0.4668,2.142245073,0.4637681159,0.002434390737,0.8398648044,0.4,0.3584082647,0.4832282353,0.9702916177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,30,96%,1.85,0.005,171.8324605,0.389,2.570694087,0.5189189189,0.003019912055,1.117367461,0.2,0.2521943324,0.6115861946,1.043495277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,31,96%,1.89,0.005,177.4054809,0.389,2.570694087,0.5079365079,0.002863138756,1.08226645,0.2,0.28389188,0.5964869617,1.0699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,32,96%,1.92,0.005,180.6144975,0.389,2.570694087,0.5,0.002768327055,1.063037589,0.2,0.3021437344,0.5881261388,1.085119779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV3,33,96%,1.51,0.004,143.7309346,0.3112,3.213367609,0.6357615894,0.004423275972,1.66978668,0,0.09236189208,0.8412868726,1.092361892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
